date,home_team,away_team,tournament,neutral,home_score,away_score,outcome,home_win,h_win_rate,h_draw_rate,h_goals_scored_avg,h_goals_conceded_avg,h_clean_sheets_rate,h_goal_diff_avg,h_games_played,h_fifa_rank,h_elo,a_win_rate,a_draw_rate,a_goals_scored_avg,a_goals_conceded_avg,a_clean_sheets_rate,a_goal_diff_avg,a_games_played,a_fifa_rank,a_elo,rank_diff,elo_diff,h2h_win_rate,h2h_games
2018-10-12,Arábia Saudita,Brasil,Friendly,0,0.0,2.0,away_win,0,0.3,0.1,1.0,2.0,0.2,-1.0,10,56,1530,0.8,0.1,2.1,0.3,0.8,1.8,10,6,1980,50,-450,0.5,0
2018-10-13,Holanda,Alemanha,UEFA Nations League,0,3.0,0.0,home_win,1,0.6,0.2,1.7,0.7,0.4,1.0,10,7,1870,0.3,0.3,1.0,1.2,0.1,-0.2,10,12,1810,-5,60,0.5,0
2018-10-14,Escócia,Portugal,Friendly,0,1.0,3.0,away_win,0,0.3,0.1,0.7,1.3,0.3,-0.6,10,30,1670,0.4,0.5,1.6,1.1,0.4,0.5,10,5,1900,25,-230,0.5,0
2018-10-15,Croácia,Jordânia,Friendly,0,2.0,1.0,home_win,1,0.4,0.4,1.5,1.6,0.3,-0.1,10,10,1820,0.3,0.5,1.1,0.8,0.5,0.3,10,87,1415,-77,405,0.5,0
2018-10-15,Arábia Saudita,Iraque,Friendly,0,1.0,1.0,draw,0,0.3,0.1,1.0,1.8,0.2,-0.8,10,56,1530,0.4,0.4,1.7,1.2,0.4,0.5,10,62,1518,-6,12,0.6666666666666666,3
2018-10-15,Espanha,Inglaterra,UEFA Nations League,0,2.0,3.0,away_win,0,0.6,0.4,2.7,1.0,0.3,1.7,10,2,1940,0.4,0.2,1.4,1.0,0.3,0.4,10,4,1920,-2,20,0.5,2
2018-10-16,Argentina,Brasil,Superclásico de las Américas,1,0.0,1.0,away_win,0,0.5,0.2,2.0,1.5,0.5,0.5,10,3,1955,0.8,0.1,2.2,0.3,0.8,1.9,10,6,1980,-3,-25,0.5,2
2018-10-16,Uzbequistão,Catar,Friendly,0,2.0,0.0,home_win,1,0.1,0.3,0.4,1.1,0.2,-0.7,10,68,1495,0.5,0.3,2.1,1.3,0.3,0.8,10,58,1520,10,-25,1.0,2
2018-10-16,França,Alemanha,UEFA Nations League,0,2.0,1.0,home_win,1,0.7,0.3,1.8,0.9,0.5,0.9,10,1,1960,0.3,0.2,0.8,1.3,0.1,-0.5,10,12,1810,-11,150,0.3333333333333333,3
2018-10-16,Ucrânia,República Tcheca,UEFA Nations League,0,1.0,0.0,home_win,1,0.6,0.3,1.5,0.8,0.3,0.7,10,24,1710,0.6,0.0,1.7,1.6,0.3,0.1,10,40,1620,-16,90,1.0,1
2018-10-16,Bélgica,Holanda,Friendly,0,1.0,1.0,draw,0,0.9,0.0,2.5,0.7,0.5,1.8,10,3,1930,0.6,0.2,1.7,0.6,0.5,1.1,10,7,1870,-4,60,0.0,1
2018-10-16,Japão,Uruguai,Kirin Challenge Cup,0,4.0,3.0,home_win,1,0.4,0.1,1.7,1.5,0.2,0.2,10,17,1775,0.8,0.0,1.8,0.6,0.6,1.2,10,20,1740,-3,35,0.5,0
2018-10-16,Coreia do Sul,Panamá,Friendly,0,2.0,2.0,draw,0,0.4,0.2,1.0,0.9,0.5,0.1,10,22,1720,0.1,0.1,0.3,2.4,0.2,-2.1,10,77,1455,-55,265,0.5,0
2018-11-14,Suíça,Catar,Friendly,0,0.0,1.0,away_win,0,0.4,0.3,1.7,1.0,0.2,0.7,10,18,1770,0.5,0.2,2.0,1.4,0.3,0.6,10,58,1520,-40,250,0.5,0
2018-11-15,Inglaterra,Estados Unidos,Friendly,0,3.0,0.0,home_win,1,0.4,0.2,1.5,1.1,0.3,0.4,10,4,1920,0.3,0.4,1.1,1.1,0.4,0.0,10,13,1805,-9,115,0.5,0
2018-11-15,Croácia,Espanha,UEFA Nations League,0,3.0,2.0,home_win,1,0.4,0.4,1.5,1.7,0.2,-0.2,10,10,1820,0.5,0.4,2.3,1.2,0.3,1.1,10,2,1940,8,-120,0.5,2
2018-11-16,Egito,Tunísia,African Cup of Nations qualification,0,3.0,2.0,home_win,1,0.3,0.2,1.5,1.2,0.3,0.3,10,38,1630,0.5,0.2,1.5,1.4,0.3,0.1,10,32,1655,6,-25,0.5,2
2018-11-16,Brasil,Uruguai,Friendly,1,1.0,0.0,home_win,1,0.8,0.1,2.1,0.3,0.8,1.8,10,6,1980,0.7,0.0,1.9,1.0,0.5,0.9,10,20,1740,-14,240,0.5,2
2018-11-16,Argentina,México,Friendly,0,2.0,0.0,home_win,1,0.4,0.2,1.8,1.6,0.4,0.2,10,3,1955,0.4,0.0,0.8,1.6,0.2,-0.8,10,16,1785,-13,170,0.5,0
2018-11-16,Holanda,França,UEFA Nations League,0,2.0,0.0,home_win,1,0.5,0.3,1.6,0.7,0.4,0.9,10,7,1870,0.7,0.3,1.8,0.9,0.5,0.9,10,1,1960,6,-90,0.0,4
2018-11-17,Itália,Portugal,UEFA Nations League,0,0.0,0.0,draw,0,0.2,0.5,0.8,1.1,0.2,-0.3,10,9,1820,0.5,0.4,1.7,1.0,0.4,0.7,10,5,1900,4,-80,0.0,1
2018-11-17,Austrália,Coreia do Sul,Friendly,0,1.0,1.0,draw,0,0.4,0.3,1.6,1.1,0.4,0.5,10,23,1715,0.3,0.3,1.0,1.1,0.4,-0.1,10,22,1720,1,-5,0.5,0
2018-11-18,Inglaterra,Croácia,UEFA Nations League,0,2.0,1.0,home_win,1,0.4,0.2,1.2,1.0,0.4,0.2,10,4,1920,0.4,0.4,1.5,1.9,0.1,-0.4,10,10,1820,-6,100,0.0,2
2018-11-18,Suíça,Bélgica,UEFA Nations League,0,5.0,2.0,home_win,1,0.4,0.2,1.6,1.0,0.2,0.6,10,18,1770,0.8,0.1,2.0,0.6,0.5,1.4,10,3,1930,15,-160,0.0,2
2018-11-19,Alemanha,Holanda,UEFA Nations League,0,2.0,2.0,draw,0,0.4,0.1,1.1,1.3,0.2,-0.2,10,12,1810,0.5,0.3,1.7,0.7,0.4,1.0,10,7,1870,5,-60,0.0,1
2018-11-20,Jordânia,Arábia Saudita,Friendly,0,1.0,1.0,draw,0,0.3,0.4,1.0,0.8,0.4,0.2,10,87,1415,0.2,0.2,0.8,1.9,0.1,-1.1,10,56,1530,31,-115,0.5,0
2018-11-20,Coreia do Sul,Uzbequistão,Friendly,1,4.0,0.0,home_win,1,0.3,0.4,1.0,0.9,0.4,0.1,10,22,1720,0.2,0.3,0.6,1.0,0.3,-0.4,10,68,1495,-46,225,0.5,2
2018-11-20,África do Sul,Paraguai,Friendly,0,1.0,1.0,draw,0,0.4,0.5,1.8,0.5,0.6,1.3,10,66,1510,0.2,0.0,0.9,2.0,0.1,-1.1,10,63,1515,3,-5,0.5,0
2018-11-20,Tunísia,Marrocos,Friendly,0,0.0,1.0,away_win,0,0.4,0.2,1.6,1.7,0.2,-0.1,10,32,1655,0.5,0.3,1.5,0.8,0.4,0.7,10,14,1800,18,-145,0.0,1
2018-11-20,Turquia,Ucrânia,Friendly,0,0.0,0.0,draw,0,0.3,0.4,1.2,1.3,0.2,-0.1,10,29,1675,0.6,0.3,1.5,1.0,0.3,0.5,10,24,1710,5,-35,0.0,2
2018-11-20,Panamá,Equador,Friendly,0,1.0,2.0,away_win,0,0.1,0.2,0.5,2.0,0.2,-1.5,10,77,1455,0.4,0.1,1.5,1.4,0.4,0.1,10,34,1645,43,-190,0.5,0
2018-11-20,Itália,Estados Unidos,Friendly,1,1.0,0.0,home_win,1,0.2,0.5,0.8,1.1,0.2,-0.3,10,9,1820,0.3,0.3,1.0,1.3,0.4,-0.3,10,13,1805,-4,15,0.5,0
2018-11-20,França,Uruguai,Friendly,0,1.0,0.0,home_win,1,0.6,0.3,1.7,1.1,0.4,0.6,10,1,1960,0.6,0.0,1.8,1.1,0.4,0.7,10,20,1740,-19,220,1.0,1
2018-11-20,Argentina,México,Friendly,0,2.0,0.0,home_win,1,0.5,0.2,1.9,1.0,0.5,0.9,10,3,1955,0.3,0.0,0.7,1.8,0.1,-1.1,10,16,1785,-13,170,1.0,1
2018-12-23,Catar,Jordânia,Friendly,0,2.0,0.0,home_win,1,0.5,0.3,1.8,1.4,0.3,0.4,10,58,1520,0.3,0.4,0.9,0.7,0.4,0.2,10,87,1415,-29,105,1.0,1
2018-12-27,Catar,Argélia,Friendly,0,0.0,1.0,away_win,0,0.7,0.2,1.9,1.1,0.5,0.8,10,58,1520,0.4,0.1,1.7,1.4,0.2,0.3,10,36,1638,22,-118,0.5,0
2018-12-31,Coreia do Sul,Arábia Saudita,Friendly,1,0.0,0.0,draw,0,0.4,0.3,1.4,0.9,0.4,0.5,10,22,1720,0.2,0.3,0.8,1.8,0.1,-1.0,10,56,1530,-34,190,0.5,0
2018-12-31,Catar,Irã,Friendly,0,1.0,2.0,away_win,0,0.6,0.2,1.6,1.0,0.5,0.6,10,58,1520,0.5,0.3,1.0,0.7,0.4,0.3,10,21,1725,37,-205,0.0,2
2019-01-06,Austrália,Jordânia,AFC Asian Cup,1,0.0,1.0,away_win,0,0.5,0.3,2.1,0.7,0.5,1.4,10,23,1715,0.2,0.4,0.8,0.9,0.3,-0.1,10,87,1415,-64,300,1.0,1
2019-01-16,Irã,Iraque,AFC Asian Cup,1,0.0,0.0,draw,0,0.6,0.3,1.6,0.6,0.4,1.0,10,21,1725,0.5,0.4,1.5,1.0,0.5,0.5,10,62,1518,-41,207,0.0,1
2019-01-17,Japão,Uzbequistão,AFC Asian Cup,1,2.0,1.0,home_win,1,0.6,0.2,2.3,1.2,0.4,1.1,10,17,1775,0.4,0.2,1.1,1.1,0.4,0.0,10,68,1495,-51,280,0.5,0
2019-01-17,Arábia Saudita,Catar,AFC Asian Cup,1,0.0,2.0,away_win,0,0.4,0.4,1.3,0.8,0.4,0.5,10,56,1530,0.6,0.1,1.9,1.0,0.5,0.9,10,58,1520,-2,10,0.5,0
2019-01-21,Austrália,Uzbequistão,AFC Asian Cup,1,0.0,0.0,draw,0,0.5,0.2,2.1,0.9,0.4,1.2,10,23,1715,0.4,0.2,1.2,1.2,0.4,0.0,10,68,1495,-45,220,0.5,0
2019-01-21,Japão,Arábia Saudita,AFC Asian Cup,1,1.0,0.0,home_win,1,0.7,0.1,2.3,1.1,0.4,1.2,10,17,1775,0.4,0.4,1.3,0.9,0.4,0.4,10,56,1530,-39,245,0.5,2
2019-01-22,Catar,Iraque,AFC Asian Cup,1,1.0,0.0,home_win,1,0.6,0.1,1.7,0.7,0.6,1.0,10,58,1520,0.5,0.4,1.5,1.0,0.5,0.5,10,62,1518,-4,2,0.6666666666666666,3
2019-01-25,Coreia do Sul,Catar,AFC Asian Cup,1,0.0,1.0,away_win,0,0.6,0.4,1.5,0.5,0.6,1.0,10,22,1720,0.7,0.1,1.8,0.5,0.7,1.3,10,58,1520,-36,200,0.5,2
2019-01-27,Estados Unidos,Panamá,Friendly,0,3.0,0.0,home_win,1,0.3,0.2,1.0,1.4,0.3,-0.4,10,13,1805,0.0,0.2,0.5,2.2,0.1,-1.7,10,77,1455,-64,350,0.3333333333333333,3
2019-01-28,Irã,Japão,AFC Asian Cup,1,0.0,3.0,away_win,0,0.7,0.3,1.9,0.4,0.6,1.5,10,21,1725,0.9,0.1,2.3,0.7,0.6,1.6,10,17,1775,4,-50,0.5,0
2019-02-01,Japão,Catar,AFC Asian Cup,1,1.0,3.0,away_win,0,0.9,0.1,2.3,0.7,0.6,1.6,10,17,1775,0.8,0.0,2.0,0.3,0.8,1.7,10,58,1520,-41,255,0.5,0
2019-03-21,Estados Unidos,Equador,Friendly,0,1.0,0.0,home_win,1,0.3,0.2,1.1,1.4,0.3,-0.3,10,13,1805,0.4,0.1,1.4,1.4,0.4,0.0,10,34,1645,-21,160,1.0,1
2019-03-22,Portugal,Ucrânia,UEFA Euro qualification,0,0.0,0.0,draw,0,0.4,0.5,1.5,1.1,0.3,0.4,10,5,1900,0.5,0.4,1.3,0.9,0.4,0.4,10,24,1710,-19,190,0.5,0
2019-03-22,Inglaterra,República Tcheca,UEFA Euro qualification,0,5.0,0.0,home_win,1,0.5,0.2,1.4,1.0,0.4,0.4,10,4,1920,0.5,0.0,1.1,1.6,0.3,-0.5,10,40,1620,-36,300,0.5,0
2019-03-22,Japão,Colômbia,Kirin Challenge Cup,0,0.0,1.0,away_win,0,0.8,0.1,2.1,1.0,0.5,1.1,10,17,1775,0.5,0.4,1.5,0.7,0.5,0.8,10,15,1790,2,-15,1.0,1
2019-03-23,Espanha,Noruega,UEFA Euro qualification,0,2.0,1.0,home_win,1,0.5,0.3,2.4,1.4,0.3,1.0,10,2,1940,0.8,0.1,1.6,0.5,0.6,1.1,10,11,1815,-9,125,0.5,0
2019-03-23,Brasil,Panamá,Friendly,1,1.0,1.0,draw,0,0.9,0.0,1.9,0.2,0.9,1.7,10,6,1980,0.0,0.1,0.5,2.5,0.0,-2.0,10,77,1455,-71,525,0.5,0
2019-03-24,Holanda,Alemanha,UEFA Euro qualification,0,2.0,3.0,away_win,0,0.5,0.4,2.0,0.8,0.4,1.2,10,7,1870,0.3,0.3,1.1,1.3,0.2,-0.2,10,12,1810,-5,60,0.5,2
2019-03-26,Paraguai,México,Friendly,1,2.0,4.0,away_win,0,0.2,0.1,1.0,1.4,0.1,-0.4,10,63,1515,0.3,0.0,0.9,1.9,0.0,-1.0,10,16,1785,47,-270,0.0,2
2019-03-26,Argélia,Tunísia,Friendly,0,1.0,0.0,home_win,1,0.3,0.2,1.2,1.4,0.2,-0.2,10,36,1638,0.5,0.0,1.6,1.4,0.3,0.2,10,32,1655,4,-17,0.0,1
2019-03-26,Coreia do Sul,Colômbia,Friendly,0,2.0,1.0,home_win,1,0.6,0.3,1.4,0.5,0.6,0.9,10,22,1720,0.6,0.3,1.6,0.7,0.5,0.9,10,15,1790,7,-70,1.0,1
2019-03-26,República Tcheca,Brasil,Friendly,0,1.0,3.0,away_win,0,0.5,0.0,1.1,1.9,0.3,-0.8,10,40,1620,0.8,0.1,1.8,0.3,0.8,1.5,10,6,1980,34,-360,0.5,0
2019-03-26,Marrocos,Argentina,Friendly,0,0.0,1.0,away_win,0,0.5,0.3,1.4,0.7,0.5,0.7,10,14,1800,0.5,0.1,1.7,1.2,0.5,0.5,10,3,1955,11,-155,0.5,0
2019-06-02,Turquia,Uzbequistão,Friendly,0,2.0,0.0,home_win,1,0.4,0.3,1.3,0.9,0.4,0.4,10,29,1675,0.4,0.3,1.2,0.9,0.5,0.3,10,68,1495,-39,180,0.5,0
2019-06-03,Colômbia,Panamá,Friendly,0,3.0,0.0,home_win,1,0.6,0.2,1.7,0.9,0.4,0.8,10,15,1790,0.0,0.3,0.6,2.2,0.1,-1.6,10,77,1455,-62,335,0.5,0
2019-06-05,Brasil,Catar,Friendly,0,2.0,0.0,home_win,1,0.8,0.1,1.9,0.4,0.7,1.5,10,6,1980,0.8,0.0,2.1,0.4,0.7,1.7,10,58,1520,-52,460,0.5,0
2019-06-05,Portugal,Suíça,UEFA Nations League,0,3.0,1.0,home_win,1,0.3,0.6,1.2,0.9,0.3,0.3,10,5,1900,0.4,0.2,2.1,1.3,0.2,0.8,10,18,1770,-13,130,0.5,2
2019-06-06,Inglaterra,Holanda,UEFA Nations League,1,1.0,3.0,away_win,0,0.6,0.1,2.1,1.0,0.4,1.1,10,4,1920,0.4,0.4,1.9,1.1,0.3,0.8,10,7,1870,-3,50,0.5,2
2019-06-07,Uruguai,Panamá,Friendly,0,3.0,0.0,home_win,1,0.5,0.0,1.5,1.2,0.3,0.3,10,20,1740,0.0,0.3,0.5,1.9,0.1,-1.4,10,77,1455,-57,285,0.5,0
2019-06-07,Tunísia,Iraque,Friendly,0,2.0,0.0,home_win,1,0.5,0.0,1.6,1.4,0.3,0.2,10,32,1655,0.4,0.4,1.2,1.1,0.4,0.1,10,62,1518,-30,137,0.5,0
2019-06-07,Coreia do Sul,Austrália,Friendly,0,1.0,0.0,home_win,1,0.7,0.2,1.4,0.4,0.6,1.0,10,22,1720,0.5,0.2,1.9,0.7,0.5,1.2,10,23,1715,-1,5,0.0,1
2019-06-08,Turquia,França,UEFA Euro qualification,0,2.0,0.0,home_win,1,0.5,0.2,1.4,0.8,0.5,0.6,10,29,1675,0.7,0.2,2.1,0.9,0.4,1.2,10,1,1960,28,-285,0.5,0
2019-06-09,Portugal,Holanda,UEFA Nations League,0,1.0,0.0,home_win,1,0.4,0.5,1.4,0.9,0.3,0.5,10,5,1900,0.5,0.3,2.1,1.1,0.3,1.0,10,7,1870,-2,30,0.0,1
2019-06-09,Suíça,Inglaterra,UEFA Nations League,1,0.0,0.0,draw,0,0.4,0.1,2.0,1.4,0.2,0.6,10,18,1770,0.6,0.1,2.1,1.1,0.4,1.0,10,4,1920,14,-150,0.0,1
2019-06-09,México,Equador,Friendly,1,3.0,2.0,home_win,1,0.4,0.0,1.4,1.8,0.0,-0.4,10,16,1785,0.4,0.3,1.3,1.0,0.5,0.3,10,34,1645,-18,140,0.5,0
2019-06-11,Coreia do Sul,Irã,Friendly,0,1.0,1.0,draw,0,0.8,0.1,1.4,0.3,0.7,1.1,10,22,1720,0.6,0.3,2.1,0.6,0.6,1.5,10,21,1725,1,-5,0.0,2
2019-06-11,Croácia,Tunísia,Friendly,0,1.0,2.0,away_win,0,0.4,0.2,1.4,2.0,0.1,-0.6,10,10,1820,0.6,0.0,1.7,1.2,0.4,0.5,10,32,1655,-22,165,0.5,0
2019-06-11,Bélgica,Escócia,UEFA Euro qualification,0,3.0,0.0,home_win,1,0.8,0.1,2.4,0.8,0.6,1.6,10,3,1930,0.5,0.0,1.5,1.6,0.3,-0.1,10,30,1670,-27,260,1.0,1
2019-06-15,Argentina,Colômbia,Copa América,1,0.0,2.0,away_win,0,0.6,0.1,2.1,0.9,0.6,1.2,10,3,1955,0.7,0.2,1.9,0.7,0.5,1.2,10,15,1790,-12,165,0.5,2
2019-06-15,Gana,África do Sul,Friendly,1,0.0,0.0,draw,0,0.6,0.3,1.9,0.6,0.5,1.3,10,60,1520,0.3,0.7,1.6,0.6,0.5,1.0,10,66,1510,-6,10,0.0,1
2019-06-16,Uruguai,Equador,Copa América,1,4.0,0.0,home_win,1,0.5,0.0,1.7,1.2,0.3,0.5,10,20,1740,0.4,0.3,1.4,1.0,0.5,0.4,10,34,1645,-14,95,1.0,1
2019-06-16,Paraguai,Catar,Copa América,1,2.0,2.0,draw,0,0.2,0.2,1.1,1.6,0.1,-0.5,10,63,1515,0.7,0.0,2.0,0.6,0.6,1.4,10,58,1520,5,-5,0.5,0
2019-06-19,México,Canadá,Gold Cup,1,3.0,1.0,home_win,1,0.6,0.0,2.3,1.4,0.1,0.9,10,16,1785,0.7,0.1,2.6,0.4,0.7,2.2,10,44,1590,-28,195,1.0,2
2019-06-19,Colômbia,Catar,Copa América,1,1.0,0.0,home_win,1,0.7,0.2,2.0,0.7,0.5,1.3,10,15,1790,0.7,0.1,2.2,0.7,0.6,1.5,10,58,1520,-43,270,0.5,0
2019-06-19,Argentina,Paraguai,Copa América,1,1.0,1.0,draw,0,0.6,0.1,1.8,0.7,0.6,1.1,10,3,1955,0.2,0.3,1.2,1.6,0.1,-0.4,10,63,1515,-60,440,0.0,1
2019-06-20,Uruguai,Japão,Copa América,1,2.0,2.0,draw,0,0.5,0.0,2.0,1.2,0.3,0.8,10,20,1740,0.6,0.1,1.1,0.9,0.6,0.2,10,17,1775,3,-35,0.0,1
2019-06-23,Catar,Argentina,Copa América,1,0.0,2.0,away_win,0,0.7,0.1,2.1,0.6,0.6,1.5,10,58,1520,0.5,0.2,1.6,0.8,0.5,0.8,10,3,1955,55,-435,0.5,0
2019-06-23,Colômbia,Paraguai,Copa América,1,1.0,0.0,home_win,1,0.8,0.1,2.0,0.6,0.6,1.4,10,15,1790,0.1,0.4,1.1,1.6,0.1,-0.5,10,63,1515,-48,275,0.6666666666666666,3
2019-06-24,Costa do Marfim,África do Sul,African Cup of Nations,1,1.0,0.0,home_win,1,0.7,0.2,2.0,0.6,0.4,1.4,10,48,1570,0.2,0.8,1.3,0.6,0.5,0.7,10,66,1510,-18,60,0.5,0
2019-06-24,Equador,Japão,Copa América,1,1.0,1.0,draw,0,0.2,0.3,1.1,1.6,0.3,-0.5,10,34,1645,0.5,0.2,1.1,1.0,0.6,0.1,10,17,1775,17,-130,0.5,0
2019-06-26,Estados Unidos,Panamá,Gold Cup,0,1.0,0.0,home_win,1,0.5,0.1,1.7,0.9,0.5,0.8,10,13,1805,0.2,0.3,1.0,1.7,0.2,-0.7,10,77,1455,-64,350,0.5,4
2019-06-26,Egito,RD Congo,African Cup of Nations,0,2.0,0.0,home_win,1,0.7,0.1,2.2,0.8,0.4,1.4,10,38,1630,0.1,0.6,0.7,1.1,0.2,-0.4,10,53,1545,-15,85,0.5,0
2019-06-27,Senegal,Argélia,African Cup of Nations,1,0.0,1.0,away_win,0,0.7,0.2,1.6,0.6,0.6,1.0,10,19,1745,0.6,0.3,1.6,0.7,0.4,0.9,10,36,1638,-17,107,0.0,1
2019-06-27,Brasil,Paraguai,Copa América,0,0.0,0.0,draw,0,0.8,0.2,2.4,0.2,0.8,2.2,10,6,1980,0.1,0.4,1.1,1.6,0.1,-0.5,10,63,1515,-57,465,0.5,2
2019-06-28,Marrocos,Costa do Marfim,African Cup of Nations,1,1.0,0.0,home_win,1,0.5,0.2,1.2,0.7,0.6,0.5,10,14,1800,0.7,0.2,1.9,0.5,0.5,1.4,10,48,1570,-34,230,0.6666666666666666,3
2019-06-29,Haiti,Canadá,Gold Cup,1,3.0,2.0,home_win,1,0.7,0.0,2.6,0.8,0.3,1.8,10,83,1430,0.8,0.0,3.3,0.5,0.7,2.8,10,44,1590,39,-160,0.5,0
2019-06-30,Estados Unidos,Curaçao,Gold Cup,0,1.0,0.0,home_win,1,0.6,0.1,1.8,0.6,0.6,1.2,10,13,1805,0.6,0.2,2.8,0.6,0.5,2.2,10,76,1460,-63,345,0.5,0
2019-07-01,África do Sul,Marrocos,African Cup of Nations,1,0.0,1.0,away_win,0,0.2,0.7,0.8,0.7,0.4,0.1,10,66,1510,0.5,0.2,1.0,0.7,0.6,0.3,10,14,1800,52,-290,0.5,0
2019-07-02,Brasil,Argentina,Copa América,0,2.0,0.0,home_win,1,0.7,0.3,2.3,0.2,0.8,2.1,10,6,1980,0.6,0.1,1.6,0.8,0.5,0.8,10,3,1955,3,25,0.6666666666666666,3
2019-07-02,Haiti,México,Gold Cup,1,0.0,1.0,away_win,0,0.7,0.0,1.6,1.0,0.2,0.6,10,83,1430,0.7,0.1,2.7,1.4,0.1,1.3,10,16,1785,67,-355,0.5,0
2019-07-06,Egito,África do Sul,African Cup of Nations,0,0.0,1.0,away_win,0,0.8,0.1,1.9,0.6,0.5,1.3,10,38,1630,0.2,0.6,0.8,0.8,0.3,0.0,10,66,1510,-28,120,0.0,1
2019-07-07,Estados Unidos,México,Gold Cup,0,0.0,1.0,away_win,0,0.7,0.1,1.9,0.6,0.6,1.3,10,13,1805,0.8,0.1,2.8,1.2,0.2,1.6,10,16,1785,-3,20,0.3333333333333333,3
2019-07-08,Gana,Tunísia,African Cup of Nations,1,1.0,1.0,draw,0,0.5,0.4,1.4,0.6,0.6,0.8,10,60,1520,0.4,0.3,1.4,0.9,0.3,0.5,10,32,1655,28,-135,0.5,0
2019-07-11,Costa do Marfim,Argélia,African Cup of Nations,1,1.0,1.0,draw,0,0.7,0.1,1.8,0.6,0.4,1.2,10,48,1570,0.8,0.2,2.0,0.5,0.6,1.5,10,36,1638,12,-68,0.5,0
2019-07-14,Senegal,Tunísia,African Cup of Nations,1,1.0,0.0,home_win,1,0.9,0.0,1.4,0.2,0.8,1.2,10,19,1745,0.5,0.4,1.6,0.6,0.4,1.0,10,32,1655,-13,90,1.0,1
2019-07-19,Senegal,Argélia,African Cup of Nations,1,0.0,1.0,away_win,0,0.9,0.0,1.4,0.2,0.8,1.2,10,19,1745,0.7,0.3,1.8,0.6,0.5,1.2,10,36,1638,-17,107,0.0,2
2019-08-10,Jordânia,Arábia Saudita,WAFF Championship,1,3.0,0.0,home_win,1,0.3,0.4,1.1,1.2,0.3,-0.1,10,87,1415,0.3,0.3,1.2,1.0,0.4,0.2,10,56,1530,31,-115,0.0,1
2019-09-05,Japão,Paraguai,Kirin Challenge Cup,0,2.0,0.0,home_win,1,0.4,0.3,1.1,1.1,0.5,0.0,10,17,1775,0.1,0.5,1.1,1.5,0.2,-0.4,10,63,1515,-46,260,1.0,1
2019-09-06,Alemanha,Holanda,UEFA Euro qualification,0,2.0,4.0,away_win,0,0.5,0.3,2.2,1.1,0.4,1.1,10,12,1810,0.5,0.2,2.0,1.1,0.3,0.9,10,7,1870,5,-60,0.3333333333333333,3
2019-09-06,Brasil,Colômbia,Friendly,1,2.0,2.0,draw,0,0.7,0.3,2.6,0.3,0.7,2.3,10,6,1980,0.8,0.1,1.9,0.5,0.7,1.4,10,15,1790,-9,190,0.6666666666666666,3
2019-09-06,Estados Unidos,México,Friendly,0,0.0,3.0,away_win,0,0.6,0.1,1.7,0.7,0.5,1.0,10,13,1805,0.9,0.1,2.9,1.0,0.3,1.9,10,16,1785,-3,20,0.25,4
2019-09-07,Curaçao,Haiti,CONCACAF Nations League,0,1.0,0.0,home_win,1,0.5,0.2,2.6,0.6,0.5,2.0,10,76,1460,0.6,0.0,1.4,1.0,0.2,0.4,10,83,1430,-7,30,0.5,0
2019-09-09,Iraque,Uzbequistão,Friendly,1,0.0,0.0,draw,0,0.4,0.3,0.9,0.7,0.4,0.2,10,62,1518,0.4,0.2,1.3,1.1,0.5,0.2,10,68,1495,-6,23,0.0,1
2019-09-09,Escócia,Bélgica,UEFA Euro qualification,0,0.0,4.0,away_win,0,0.5,0.0,1.6,1.6,0.3,0.0,10,30,1670,0.8,0.1,2.5,0.8,0.6,1.7,10,3,1930,27,-260,0.0,2
2019-09-10,Haiti,Curaçao,CONCACAF Nations League,0,1.0,1.0,draw,0,0.5,0.0,1.2,1.1,0.1,0.1,10,83,1430,0.6,0.1,2.6,0.5,0.6,2.1,10,76,1460,7,-30,0.0,1
2019-09-10,Estados Unidos,Uruguai,Friendly,0,1.0,1.0,draw,0,0.5,0.1,1.6,1.0,0.4,0.6,10,13,1805,0.4,0.2,1.6,1.1,0.4,0.5,10,20,1740,-7,65,0.5,0
2019-09-10,Jordânia,Paraguai,Friendly,0,2.0,4.0,away_win,0,0.5,0.3,1.5,1.0,0.4,0.5,10,87,1415,0.1,0.5,0.9,1.3,0.2,-0.4,10,63,1515,24,-100,0.5,0
2019-09-10,Costa do Marfim,Tunísia,Friendly,1,2.0,1.0,home_win,1,0.6,0.1,1.6,0.8,0.3,0.8,10,48,1570,0.4,0.4,1.1,0.7,0.3,0.4,10,32,1655,16,-85,0.5,0
2019-09-10,Argentina,México,Friendly,1,4.0,0.0,home_win,1,0.5,0.2,1.4,1.0,0.4,0.4,10,3,1955,0.9,0.1,2.9,0.9,0.4,2.0,10,16,1785,-13,170,1.0,2
2019-10-09,Alemanha,Argentina,Friendly,0,2.0,2.0,draw,0,0.5,0.2,2.4,1.4,0.4,1.0,10,12,1810,0.6,0.2,1.7,0.7,0.5,1.0,10,3,1955,9,-145,0.5,0
2019-10-10,Brasil,Senegal,Friendly,1,1.0,1.0,draw,0,0.6,0.3,2.4,0.4,0.7,2.0,10,6,1980,0.8,0.0,1.3,0.3,0.7,1.0,10,19,1745,-13,235,0.5,0
2019-10-10,Argélia,RD Congo,Friendly,0,1.0,1.0,draw,0,0.8,0.2,1.8,0.5,0.6,1.3,10,36,1638,0.2,0.5,1.2,1.2,0.3,0.0,10,53,1545,-17,93,0.5,0
